 ,X,GFP,FM4,i,Fac_0,Fac_1
2366,3.937,0.785,0.036,46,pinc16,11
2367,4.060,0.757,0.034,46,pinc16,11
2368,4.183,0.684,0.029,46,pinc16,11
2369,4.306,0.602,0.026,46,pinc16,11
2370,4.429,0.541,0.025,46,pinc16,11
2371,-3.070,0.012,0.028,47,pinc16,11
2372,-2.947,0.014,0.030,47,pinc16,11
2373,-2.824,0.018,0.028,47,pinc16,11
2374,-2.702,0.022,0.027,47,pinc16,11
2375,-2.579,0.024,0.027,47,pinc16,11
2376,-2.456,0.023,0.030,47,pinc16,11
2377,-2.333,0.022,0.036,47,pinc16,11
2378,-2.210,0.023,0.043,47,pinc16,11
2379,-2.088,0.025,0.049,47,pinc16,11
2380,-1.965,0.028,0.053,47,pinc16,11
2381,-1.842,0.032,0.057,47,pinc16,11
2382,-1.719,0.035,0.061,47,pinc16,11
2383,-1.596,0.037,0.070,47,pinc16,11
2384,-1.474,0.038,0.083,47,pinc16,11
2385,-1.351,0.041,0.101,47,pinc16,11
2386,-1.228,0.047,0.120,47,pinc16,11
2387,-1.105,0.056,0.137,47,pinc16,11
2388,-0.982,0.067,0.159,47,pinc16,11
2389,-0.860,0.077,0.193,47,pinc16,11
2390,-0.737,0.088,0.239,47,pinc16,11
2391,-0.614,0.107,0.294,47,pinc16,11
2392,-0.491,0.138,0.377,47,pinc16,11
2393,-0.368,0.181,0.520,47,pinc16,11
2394,-0.246,0.236,0.717,47,pinc16,11
2395,-0.123,0.288,0.905,47,pinc16,11
2396,0.000,0.328,1.000,47,pinc16,11
2397,0.123,0.351,0.962,47,pinc16,11
2398,0.246,0.357,0.829,47,pinc16,11
2399,0.368,0.363,0.686,47,pinc16,11
2400,0.491,0.393,0.570,47,pinc16,11
2401,0.614,0.447,0.478,47,pinc16,11
2402,0.737,0.495,0.406,47,pinc16,11
2403,0.860,0.507,0.361,47,pinc16,11
2404,0.982,0.478,0.339,47,pinc16,11
2405,1.105,0.446,0.327,47,pinc16,11
2406,1.228,0.447,0.316,47,pinc16,11
2407,1.351,0.456,0.306,47,pinc16,11
2408,1.474,0.430,0.280,47,pinc16,11
2409,1.596,0.380,0.240,47,pinc16,11
2410,1.719,0.334,0.205,47,pinc16,11
2411,1.842,0.307,0.193,47,pinc16,11
2412,1.965,0.294,0.189,47,pinc16,11
2413,2.088,0.295,0.181,47,pinc16,11
2414,2.210,0.301,0.175,47,pinc16,11
2415,2.333,0.296,0.169,47,pinc16,11
2416,2.456,0.276,0.161,47,pinc16,11
2417,2.579,0.266,0.153,47,pinc16,11
2418,2.702,0.283,0.144,47,pinc16,11
2419,2.824,0.305,0.140,47,pinc16,11
2420,2.947,0.331,0.141,47,pinc16,11
2421,3.070,0.363,0.140,47,pinc16,11
2422,3.193,0.398,0.133,47,pinc16,11
2423,3.316,0.434,0.125,47,pinc16,11
2424,3.438,0.466,0.121,47,pinc16,11
2425,3.561,0.478,0.117,47,pinc16,11
2426,3.684,0.465,0.115,47,pinc16,11
2427,3.807,0.458,0.112,47,pinc16,11
2428,3.930,0.474,0.105,47,pinc16,11
2429,4.052,0.496,0.097,47,pinc16,11
2430,4.175,0.520,0.093,47,pinc16,11
2431,4.298,0.548,0.093,47,pinc16,11
2432,4.421,0.590,0.096,47,pinc16,11
2433,4.544,0.652,0.096,47,pinc16,11
2434,4.666,0.755,0.092,47,pinc16,11
2435,4.789,0.897,0.083,47,pinc16,11
2436,4.912,1.003,0.073,47,pinc16,11
2437,5.035,0.997,0.067,47,pinc16,11
2438,5.158,0.887,0.068,47,pinc16,11
2439,5.280,0.767,0.068,47,pinc16,11
2440,5.403,0.695,0.065,47,pinc16,11
2441,5.526,0.662,0.064,47,pinc16,11
2442,5.649,0.639,0.065,47,pinc16,11
2443,5.772,0.629,0.063,47,pinc16,11
2444,5.894,0.648,0.061,47,pinc16,11
2445,6.017,0.679,0.061,47,pinc16,11
2446,6.140,0.684,0.060,47,pinc16,11
2447,6.263,0.631,0.057,47,pinc16,11
2448,6.386,0.525,0.050,47,pinc16,11
2449,-3.391,0.007,0.007,48,pinc16,11
2450,-3.269,0.005,0.006,48,pinc16,11
2451,-3.148,0.006,0.006,48,pinc16,11
2452,-3.027,0.007,0.006,48,pinc16,11
2453,-2.906,0.007,0.006,48,pinc16,11
2454,-2.785,0.008,0.007,48,pinc16,11
2455,-2.664,0.010,0.008,48,pinc16,11
2456,-2.543,0.011,0.008,48,pinc16,11
2457,-2.422,0.011,0.009,48,pinc16,11
2458,-2.301,0.012,0.012,48,pinc16,11
2459,-2.180,0.012,0.014,48,pinc16,11
2460,-2.059,0.012,0.016,48,pinc16,11
2461,-1.937,0.012,0.021,48,pinc16,11
2462,-1.816,0.013,0.023,48,pinc16,11
2463,-1.695,0.013,0.023,48,pinc16,11
2464,-1.574,0.017,0.023,48,pinc16,11
2465,-1.453,0.022,0.024,48,pinc16,11
2466,-1.332,0.024,0.025,48,pinc16,11
2467,-1.211,0.025,0.027,48,pinc16,11
2468,-1.090,0.029,0.035,48,pinc16,11
2469,-0.969,0.034,0.048,48,pinc16,11
2470,-0.848,0.039,0.059,48,pinc16,11
2471,-0.727,0.046,0.079,48,pinc16,11
2472,-0.605,0.064,0.129,48,pinc16,11
2473,-0.484,0.110,0.239,48,pinc16,11
2474,-0.363,0.198,0.441,48,pinc16,11
2475,-0.242,0.337,0.716,48,pinc16,11
2476,-0.121,0.531,0.953,48,pinc16,11
2477,0.000,0.759,1.000,48,pinc16,11
2478,0.121,0.961,0.842,48,pinc16,11
2479,0.242,1.053,0.637,48,pinc16,11
2480,0.363,0.986,0.518,48,pinc16,11
2481,0.484,0.827,0.452,48,pinc16,11
2482,0.605,0.681,0.379,48,pinc16,11
2483,0.727,0.584,0.309,48,pinc16,11
2484,0.848,0.550,0.261,48,pinc16,11
2485,0.969,0.584,0.234,48,pinc16,11
2486,1.090,0.609,0.223,48,pinc16,11
2487,1.211,0.554,0.213,48,pinc16,11
2488,1.332,0.464,0.194,48,pinc16,11
2489,1.453,0.395,0.167,48,pinc16,11
2490,1.574,0.356,0.145,48,pinc16,11
2491,1.695,0.343,0.140,48,pinc16,11
2492,1.816,0.356,0.151,48,pinc16,11
2493,1.937,0.396,0.161,48,pinc16,11
2494,2.059,0.449,0.156,48,pinc16,11
2495,2.180,0.502,0.133,48,pinc16,11
2496,2.301,0.574,0.104,48,pinc16,11
2497,2.422,0.647,0.084,48,pinc16,11
2498,2.543,0.668,0.072,48,pinc16,11
2499,2.664,0.603,0.063,48,pinc16,11
2500,2.785,0.483,0.056,48,pinc16,11
2501,2.906,0.366,0.052,48,pinc16,11
2502,3.027,0.279,0.046,48,pinc16,11
2503,3.148,0.226,0.037,48,pinc16,11
2504,3.269,0.191,0.030,48,pinc16,11
2505,3.391,0.166,0.026,48,pinc16,11
2506,3.512,0.151,0.023,48,pinc16,11
2507,-2.340,0.012,0.011,49,pinc16,11
2508,-2.217,0.017,0.013,49,pinc16,11
2509,-2.094,0.019,0.011,49,pinc16,11
2510,-1.971,0.018,0.010,49,pinc16,11
2511,-1.848,0.017,0.010,49,pinc16,11
2512,-1.724,0.017,0.011,49,pinc16,11
2513,-1.601,0.018,0.012,49,pinc16,11
2514,-1.478,0.017,0.013,49,pinc16,11
2515,-1.355,0.017,0.017,49,pinc16,11
2516,-1.232,0.022,0.022,49,pinc16,11
2517,-1.109,0.031,0.027,49,pinc16,11
2518,-0.985,0.037,0.032,49,pinc16,11
2519,-0.862,0.037,0.038,49,pinc16,11
2520,-0.739,0.042,0.049,49,pinc16,11
2521,-0.616,0.060,0.076,49,pinc16,11
2522,-0.493,0.096,0.139,49,pinc16,11
2523,-0.370,0.161,0.273,49,pinc16,11
2524,-0.246,0.268,0.512,49,pinc16,11
2525,-0.123,0.432,0.816,49,pinc16,11
2526,0.000,0.610,1.000,49,pinc16,11
2527,0.123,0.711,0.924,49,pinc16,11
2528,0.246,0.724,0.715,49,pinc16,11
2529,0.370,0.702,0.544,49,pinc16,11
2530,0.493,0.694,0.428,49,pinc16,11
2531,0.616,0.730,0.338,49,pinc16,11
2532,0.739,0.782,0.280,49,pinc16,11
2533,0.862,0.802,0.254,49,pinc16,11
2534,0.985,0.781,0.243,49,pinc16,11
2535,1.109,0.735,0.237,49,pinc16,11
2536,1.232,0.708,0.245,49,pinc16,11
2537,1.355,0.741,0.250,49,pinc16,11
2538,1.478,0.847,0.219,49,pinc16,11
2539,1.601,0.983,0.168,49,pinc16,11
2540,1.724,1.017,0.129,49,pinc16,11
2541,1.848,0.880,0.101,49,pinc16,11
2542,1.971,0.667,0.080,49,pinc16,11
2543,2.094,0.485,0.066,49,pinc16,11
2544,2.217,0.358,0.054,49,pinc16,11
2545,2.340,0.269,0.045,49,pinc16,11
2546,2.464,0.207,0.039,49,pinc16,11
2547,2.587,0.168,0.033,49,pinc16,11
2548,2.710,0.147,0.031,49,pinc16,11
2549,2.833,0.142,0.031,49,pinc16,11
2550,2.956,0.154,0.030,49,pinc16,11
2551,3.079,0.167,0.027,49,pinc16,11
2552,3.203,0.179,0.028,49,pinc16,11
2553,3.326,0.200,0.032,49,pinc16,11
2554,3.449,0.232,0.033,49,pinc16,11
2555,3.572,0.271,0.032,49,pinc16,11
2556,3.695,0.324,0.034,49,pinc16,11
2557,3.818,0.408,0.043,49,pinc16,11
2558,3.942,0.507,0.059,49,pinc16,11
2559,4.065,0.586,0.074,49,pinc16,11
2560,4.188,0.645,0.089,49,pinc16,11
2561,4.311,0.664,0.107,49,pinc16,11
2562,4.434,0.655,0.130,49,pinc16,11
2563,4.558,0.648,0.166,49,pinc16,11
2564,4.681,0.653,0.203,49,pinc16,11
2565,-2.696,0.014,0.005,50,pinc16,11
2566,-2.573,0.015,0.005,50,pinc16,11
2567,-2.451,0.017,0.006,50,pinc16,11
2568,-2.328,0.018,0.007,50,pinc16,11
2569,-2.206,0.017,0.007,50,pinc16,11
2570,-2.083,0.014,0.008,50,pinc16,11
2571,-1.961,0.010,0.009,50,pinc16,11
2572,-1.838,0.012,0.010,50,pinc16,11
2573,-1.715,0.016,0.010,50,pinc16,11
2574,-1.593,0.018,0.011,50,pinc16,11
2575,-1.470,0.020,0.014,50,pinc16,11
2576,-1.348,0.024,0.016,50,pinc16,11
2577,-1.225,0.026,0.020,50,pinc16,11
2578,-1.103,0.028,0.027,50,pinc16,11
2579,-0.980,0.031,0.036,50,pinc16,11
2580,-0.858,0.039,0.041,50,pinc16,11
2581,-0.735,0.050,0.047,50,pinc16,11
2582,-0.613,0.061,0.068,50,pinc16,11
2583,-0.490,0.078,0.119,50,pinc16,11
2584,-0.368,0.124,0.225,50,pinc16,11
2585,-0.245,0.216,0.435,50,pinc16,11
2586,-0.123,0.365,0.749,50,pinc16,11
2587,0.000,0.572,1.000,50,pinc16,11
2588,0.123,0.784,0.965,50,pinc16,11
2589,0.245,0.909,0.715,50,pinc16,11
2590,0.368,0.900,0.497,50,pinc16,11
2591,0.490,0.800,0.379,50,pinc16,11
2592,0.613,0.653,0.305,50,pinc16,11
2593,0.735,0.536,0.249,50,pinc16,11
2594,0.858,0.499,0.204,50,pinc16,11
2595,0.980,0.540,0.170,50,pinc16,11
2596,1.103,0.614,0.146,50,pinc16,11
2597,1.225,0.696,0.128,50,pinc16,11
2598,1.348,0.763,0.119,50,pinc16,11
2599,1.470,0.803,0.118,50,pinc16,11
2600,1.593,0.828,0.116,50,pinc16,11
2601,1.715,0.874,0.107,50,pinc16,11
2602,1.838,0.906,0.093,50,pinc16,11
2603,1.961,0.903,0.080,50,pinc16,11
2604,2.083,0.887,0.069,50,pinc16,11
2605,2.206,0.894,0.061,50,pinc16,11
2606,2.328,0.886,0.056,50,pinc16,11
2607,2.451,0.857,0.053,50,pinc16,11
2608,2.573,0.835,0.055,50,pinc16,11
2609,2.696,0.836,0.057,50,pinc16,11
2610,2.818,0.815,0.056,50,pinc16,11
2611,2.941,0.765,0.052,50,pinc16,11
2612,3.063,0.764,0.051,50,pinc16,11
2613,3.186,0.800,0.055,50,pinc16,11
2614,3.308,0.846,0.065,50,pinc16,11
2615,3.431,0.885,0.076,50,pinc16,11
2616,3.553,0.912,0.088,50,pinc16,11
2617,3.676,0.952,0.103,50,pinc16,11
2618,3.799,1.009,0.116,50,pinc16,11
2619,3.921,1.039,0.118,50,pinc16,11
2620,-2.705,0.013,0.056,51,pinc16,11
2621,-2.582,0.013,0.029,51,pinc16,11
2622,-2.459,0.011,0.013,51,pinc16,11
2623,-2.336,0.009,0.011,51,pinc16,11
2624,-2.213,0.010,0.015,51,pinc16,11
2625,-2.090,0.011,0.019,51,pinc16,11
2626,-1.968,0.012,0.018,51,pinc16,11
2627,-1.845,0.014,0.016,51,pinc16,11
2628,-1.722,0.017,0.017,51,pinc16,11
2629,-1.599,0.020,0.019,51,pinc16,11
2630,-1.476,0.021,0.022,51,pinc16,11
2631,-1.353,0.019,0.025,51,pinc16,11
2632,-1.230,0.020,0.031,51,pinc16,11
2633,-1.107,0.025,0.041,51,pinc16,11
2634,-0.984,0.033,0.049,51,pinc16,11
2635,-0.861,0.042,0.058,51,pinc16,11
2636,-0.738,0.052,0.080,51,pinc16,11
2637,-0.615,0.070,0.131,51,pinc16,11
2638,-0.492,0.112,0.235,51,pinc16,11
2639,-0.369,0.203,0.430,51,pinc16,11
2640,-0.246,0.356,0.725,51,pinc16,11
2641,-0.123,0.562,0.997,51,pinc16,11
2642,0.000,0.784,1.000,51,pinc16,11
2643,0.123,0.970,0.730,51,pinc16,11
2644,0.246,1.049,0.466,51,pinc16,11
2645,0.369,0.981,0.326,51,pinc16,11
2646,0.492,0.818,0.247,51,pinc16,11
2647,0.615,0.648,0.194,51,pinc16,11
2648,0.738,0.528,0.167,51,pinc16,11
2649,0.861,0.448,0.151,51,pinc16,11
2650,0.984,0.382,0.130,51,pinc16,11
2651,1.107,0.340,0.108,51,pinc16,11
2652,1.230,0.340,0.096,51,pinc16,11
2653,1.353,0.358,0.088,51,pinc16,11
2654,1.476,0.365,0.082,51,pinc16,11
2655,1.599,0.368,0.078,51,pinc16,11
2656,1.722,0.365,0.077,51,pinc16,11
2657,1.845,0.351,0.076,51,pinc16,11
2658,1.968,0.336,0.075,51,pinc16,11
2659,2.090,0.345,0.076,51,pinc16,11
2660,2.213,0.399,0.072,51,pinc16,11
2661,2.336,0.482,0.068,51,pinc16,11
2662,2.459,0.562,0.071,51,pinc16,11
2663,2.582,0.626,0.081,51,pinc16,11
2664,2.705,0.660,0.094,51,pinc16,11
2665,2.828,0.651,0.109,51,pinc16,11
2666,2.951,0.625,0.120,51,pinc16,11
2667,3.074,0.582,0.119,51,pinc16,11
2668,3.197,0.539,0.115,51,pinc16,11
2669,3.320,0.528,0.110,51,pinc16,11
2670,3.443,0.558,0.098,51,pinc16,11
2671,3.566,0.638,0.088,51,pinc16,11
2672,3.689,0.714,0.077,51,pinc16,11
2673,3.812,0.705,0.060,51,pinc16,11
2674,3.935,0.613,0.047,51,pinc16,11
2675,-1.954,0.013,0.015,52,pinc16,11
2676,-1.831,0.013,0.014,52,pinc16,11
2677,-1.709,0.014,0.015,52,pinc16,11
2678,-1.587,0.016,0.020,52,pinc16,11
2679,-1.465,0.017,0.024,52,pinc16,11
2680,-1.343,0.016,0.025,52,pinc16,11
2681,-1.221,0.018,0.026,52,pinc16,11
2682,-1.099,0.022,0.033,52,pinc16,11
2683,-0.977,0.026,0.043,52,pinc16,11
2684,-0.855,0.028,0.057,52,pinc16,11
2685,-0.733,0.036,0.076,52,pinc16,11
2686,-0.610,0.060,0.104,52,pinc16,11
2687,-0.488,0.100,0.161,52,pinc16,11
2688,-0.366,0.162,0.282,52,pinc16,11
2689,-0.244,0.263,0.500,52,pinc16,11
2690,-0.122,0.421,0.798,52,pinc16,11
2691,0.000,0.609,1.000,52,pinc16,11
2692,0.122,0.792,0.921,52,pinc16,11
2693,0.244,0.950,0.679,52,pinc16,11
2694,0.366,1.039,0.504,52,pinc16,11
2695,0.488,1.011,0.394,52,pinc16,11
2696,0.610,0.883,0.302,52,pinc16,11
2697,0.733,0.737,0.244,52,pinc16,11
2698,0.855,0.643,0.211,52,pinc16,11
2699,0.977,0.594,0.187,52,pinc16,11
2700,1.099,0.536,0.168,52,pinc16,11
2701,1.221,0.430,0.148,52,pinc16,11
2702,1.343,0.316,0.126,52,pinc16,11
2703,1.465,0.242,0.105,52,pinc16,11
2704,1.587,0.207,0.088,52,pinc16,11
2705,1.709,0.192,0.075,52,pinc16,11
2706,1.831,0.181,0.067,52,pinc16,11
2707,1.954,0.168,0.062,52,pinc16,11
2708,2.076,0.161,0.055,52,pinc16,11
2709,2.198,0.163,0.047,52,pinc16,11
2710,2.320,0.167,0.045,52,pinc16,11
2711,2.442,0.170,0.048,52,pinc16,11
2712,2.564,0.177,0.048,52,pinc16,11
2713,2.686,0.190,0.047,52,pinc16,11
2714,2.808,0.210,0.051,52,pinc16,11
2715,2.930,0.226,0.064,52,pinc16,11
2716,3.052,0.242,0.079,52,pinc16,11
2717,3.175,0.278,0.096,52,pinc16,11
2718,3.297,0.341,0.109,52,pinc16,11
2719,3.419,0.412,0.105,52,pinc16,11
2720,3.541,0.467,0.090,52,pinc16,11
2721,3.663,0.491,0.081,52,pinc16,11
2722,3.785,0.498,0.085,52,pinc16,11
2723,3.907,0.508,0.097,52,pinc16,11
2724,4.029,0.525,0.109,52,pinc16,11
2725,4.151,0.552,0.116,52,pinc16,11
2726,4.273,0.579,0.117,52,pinc16,11
2727,4.396,0.605,0.118,52,pinc16,11
2728,4.518,0.623,0.129,52,pinc16,11
2729,4.640,0.611,0.153,52,pinc16,11
2730,4.762,0.579,0.166,52,pinc16,11
2731,4.884,0.539,0.159,52,pinc16,11
2732,5.006,0.493,0.146,52,pinc16,11
2733,5.128,0.470,0.145,52,pinc16,11
2734,5.250,0.491,0.148,52,pinc16,11
2735,5.372,0.536,0.147,52,pinc16,11
2736,5.494,0.550,0.146,52,pinc16,11
2737,5.616,0.496,0.152,52,pinc16,11
2738,5.739,0.414,0.162,52,pinc16,11
2739,5.861,0.361,0.155,52,pinc16,11
2740,5.983,0.340,0.129,52,pinc16,11
2741,-1.837,0.016,0.027,53,pinc16,11
2742,-1.714,0.020,0.028,53,pinc16,11
2743,-1.592,0.021,0.029,53,pinc16,11
2744,-1.470,0.023,0.031,53,pinc16,11
2745,-1.347,0.027,0.038,53,pinc16,11
2746,-1.225,0.030,0.048,53,pinc16,11
2747,-1.102,0.032,0.059,53,pinc16,11
2748,-0.980,0.039,0.068,53,pinc16,11
2749,-0.857,0.052,0.084,53,pinc16,11
2750,-0.735,0.065,0.105,53,pinc16,11
2751,-0.612,0.076,0.137,53,pinc16,11
2752,-0.490,0.100,0.210,53,pinc16,11
2753,-0.367,0.154,0.357,53,pinc16,11
2754,-0.245,0.252,0.598,53,pinc16,11
2755,-0.122,0.388,0.869,53,pinc16,11
2756,0.000,0.528,1.000,53,pinc16,11
2757,0.122,0.626,0.875,53,pinc16,11
2758,0.245,0.697,0.634,53,pinc16,11
2759,0.367,0.780,0.472,53,pinc16,11
2760,0.490,0.884,0.380,53,pinc16,11
2761,0.612,0.977,0.298,53,pinc16,11
2762,0.735,1.019,0.234,53,pinc16,11
2763,0.857,1.021,0.205,53,pinc16,11
2764,0.980,1.009,0.191,53,pinc16,11
2765,1.102,0.975,0.171,53,pinc16,11
2766,1.225,0.903,0.148,53,pinc16,11
2767,1.347,0.828,0.135,53,pinc16,11
2768,1.470,0.759,0.129,53,pinc16,11
2769,1.592,0.689,0.121,53,pinc16,11
2770,1.714,0.623,0.105,53,pinc16,11
2771,1.837,0.559,0.089,53,pinc16,11
2772,1.959,0.487,0.077,53,pinc16,11
2773,2.082,0.395,0.068,53,pinc16,11
2774,2.204,0.281,0.057,53,pinc16,11
2775,2.327,0.188,0.048,53,pinc16,11
2776,2.449,0.135,0.040,53,pinc16,11
2777,2.572,0.105,0.031,53,pinc16,11
2778,2.694,0.084,0.027,53,pinc16,11
2779,2.817,0.073,0.026,53,pinc16,11
2780,2.939,0.067,0.027,53,pinc16,11
2781,3.062,0.062,0.025,53,pinc16,11
2782,3.184,0.063,0.023,53,pinc16,11
2783,3.306,0.063,0.022,53,pinc16,11
2784,3.429,0.062,0.021,53,pinc16,11
2785,3.551,0.064,0.016,53,pinc16,11
2786,3.674,0.063,0.012,53,pinc16,11
2787,3.796,0.056,0.011,53,pinc16,11
2788,3.919,0.052,0.011,53,pinc16,11
2789,4.041,0.049,0.011,53,pinc16,11
2790,4.164,0.044,0.012,53,pinc16,11
2791,4.286,0.041,0.014,53,pinc16,11
2792,4.409,0.042,0.015,53,pinc16,11
2793,4.531,0.043,0.014,53,pinc16,11
2794,4.654,0.045,0.012,53,pinc16,11
2795,4.776,0.045,0.012,53,pinc16,11
2796,4.899,0.044,0.015,53,pinc16,11
2797,5.021,0.048,0.016,53,pinc16,11
2798,5.143,0.054,0.015,53,pinc16,11
2799,5.266,0.055,0.013,53,pinc16,11
2800,5.388,0.051,0.012,53,pinc16,11
2801,5.511,0.048,0.012,53,pinc16,11
2802,5.633,0.048,0.011,53,pinc16,11
2803,-3.555,0.007,0.004,54,pinc16,11
2804,-3.432,0.008,0.005,54,pinc16,11
2805,-3.310,0.008,0.006,54,pinc16,11
2806,-3.187,0.009,0.006,54,pinc16,11
2807,-3.065,0.009,0.007,54,pinc16,11
2808,-2.942,0.008,0.008,54,pinc16,11
2809,-2.819,0.008,0.009,54,pinc16,11
2810,-2.697,0.010,0.009,54,pinc16,11
2811,-2.574,0.012,0.010,54,pinc16,11
2812,-2.452,0.013,0.011,54,pinc16,11
2813,-2.329,0.012,0.010,54,pinc16,11
2814,-2.207,0.012,0.010,54,pinc16,11
2815,-2.084,0.014,0.012,54,pinc16,11
2816,-1.961,0.015,0.014,54,pinc16,11
2817,-1.839,0.016,0.016,54,pinc16,11
2818,-1.716,0.018,0.018,54,pinc16,11
2819,-1.594,0.021,0.022,54,pinc16,11
2820,-1.471,0.024,0.027,54,pinc16,11
2821,-1.348,0.026,0.031,54,pinc16,11
2822,-1.226,0.029,0.040,54,pinc16,11
2823,-1.103,0.033,0.052,54,pinc16,11
2824,-0.981,0.040,0.069,54,pinc16,11
2825,-0.858,0.048,0.088,54,pinc16,11
2826,-0.736,0.060,0.112,54,pinc16,11
2827,-0.613,0.083,0.168,54,pinc16,11
2828,-0.490,0.131,0.296,54,pinc16,11
2829,-0.368,0.217,0.508,54,pinc16,11
2830,-0.245,0.371,0.756,54,pinc16,11
2831,-0.123,0.594,0.949,54,pinc16,11
2832,0.000,0.822,1.000,54,pinc16,11
2833,0.123,0.970,0.896,54,pinc16,11
2834,0.245,1.023,0.701,54,pinc16,11
2835,0.368,1.033,0.497,54,pinc16,11
2836,0.490,1.019,0.346,54,pinc16,11
2837,0.613,0.956,0.258,54,pinc16,11
2838,0.736,0.827,0.205,54,pinc16,11
2839,0.858,0.680,0.164,54,pinc16,11
2840,0.981,0.578,0.131,54,pinc16,11
2841,1.103,0.532,0.110,54,pinc16,11
2842,1.226,0.511,0.095,54,pinc16,11
2843,1.348,0.477,0.082,54,pinc16,11
2844,1.471,0.403,0.070,54,pinc16,11
2845,1.594,0.304,0.061,54,pinc16,11
2846,1.716,0.217,0.053,54,pinc16,11
2847,1.839,0.150,0.046,54,pinc16,11
2848,1.961,0.109,0.040,54,pinc16,11
2849,2.084,0.086,0.034,54,pinc16,11
2850,2.207,0.071,0.030,54,pinc16,11
2851,2.329,0.060,0.026,54,pinc16,11
2852,2.452,0.053,0.021,54,pinc16,11
2853,2.574,0.048,0.018,54,pinc16,11
2854,2.697,0.045,0.018,54,pinc16,11
2855,2.819,0.043,0.017,54,pinc16,11
2856,2.942,0.041,0.016,54,pinc16,11
2857,3.065,0.039,0.015,54,pinc16,11
2858,3.187,0.039,0.014,54,pinc16,11
2859,3.310,0.038,0.014,54,pinc16,11
2860,3.432,0.037,0.014,54,pinc16,11
2861,3.555,0.036,0.014,54,pinc16,11
2862,3.678,0.036,0.012,54,pinc16,11
2863,3.800,0.034,0.010,54,pinc16,11
2864,3.923,0.032,0.009,54,pinc16,11
2865,4.045,0.031,0.008,54,pinc16,11
2866,4.168,0.031,0.008,54,pinc16,11
2867,4.290,0.029,0.009,54,pinc16,11
2868,4.413,0.026,0.010,54,pinc16,11
2869,4.536,0.025,0.010,54,pinc16,11
2870,4.658,0.025,0.010,54,pinc16,11
2871,4.781,0.026,0.010,54,pinc16,11
2872,4.903,0.027,0.010,54,pinc16,11
2873,5.026,0.030,0.009,54,pinc16,11
2874,5.149,0.031,0.009,54,pinc16,11
2875,5.271,0.031,0.007,54,pinc16,11
2876,5.394,0.028,0.007,54,pinc16,11
2877,5.516,0.025,0.006,54,pinc16,11
2878,5.639,0.026,0.006,54,pinc16,11
2879,5.761,0.029,0.005,54,pinc16,11
2880,5.884,0.030,0.004,54,pinc16,11
2881,-2.913,0.011,0.007,55,pinc16,11
2882,-2.792,0.010,0.007,55,pinc16,11
2883,-2.671,0.009,0.008,55,pinc16,11
2884,-2.549,0.009,0.009,55,pinc16,11
2885,-2.428,0.011,0.010,55,pinc16,11
2886,-2.306,0.013,0.011,55,pinc16,11
2887,-2.185,0.016,0.013,55,pinc16,11
2888,-2.064,0.017,0.013,55,pinc16,11
2889,-1.942,0.017,0.015,55,pinc16,11
2890,-1.821,0.017,0.019,55,pinc16,11
2891,-1.700,0.018,0.022,55,pinc16,11
2892,-1.578,0.018,0.026,55,pinc16,11
2893,-1.457,0.021,0.030,55,pinc16,11
2894,-1.335,0.026,0.033,55,pinc16,11
2895,-1.214,0.031,0.038,55,pinc16,11
2896,-1.093,0.033,0.044,55,pinc16,11
2897,-0.971,0.037,0.054,55,pinc16,11
2898,-0.850,0.050,0.071,55,pinc16,11
2899,-0.728,0.071,0.109,55,pinc16,11
2900,-0.607,0.100,0.185,55,pinc16,11
2901,-0.486,0.151,0.315,55,pinc16,11
2902,-0.364,0.230,0.498,55,pinc16,11
2903,-0.243,0.334,0.719,55,pinc16,11
2904,-0.121,0.479,0.916,55,pinc16,11
2905,0.000,0.672,1.000,55,pinc16,11
2906,0.121,0.865,0.942,55,pinc16,11
2907,0.243,1.000,0.776,55,pinc16,11
2908,0.364,1.039,0.571,55,pinc16,11
2909,0.486,1.008,0.405,55,pinc16,11
2910,0.607,0.953,0.298,55,pinc16,11
2911,0.728,0.870,0.230,55,pinc16,11
2912,0.850,0.780,0.181,55,pinc16,11
2913,0.971,0.714,0.144,55,pinc16,11
2914,1.093,0.637,0.117,55,pinc16,11
2915,1.214,0.547,0.096,55,pinc16,11
2916,1.335,0.461,0.079,55,pinc16,11
2917,1.457,0.376,0.064,55,pinc16,11
2918,1.578,0.291,0.051,55,pinc16,11
2919,1.700,0.218,0.041,55,pinc16,11
2920,1.821,0.163,0.035,55,pinc16,11
2921,1.942,0.126,0.032,55,pinc16,11
2922,2.064,0.104,0.028,55,pinc16,11
2923,2.185,0.086,0.024,55,pinc16,11
2924,2.306,0.072,0.022,55,pinc16,11
2925,2.428,0.063,0.020,55,pinc16,11
2926,2.549,0.057,0.018,55,pinc16,11
2927,2.671,0.048,0.016,55,pinc16,11
2928,2.792,0.038,0.014,55,pinc16,11
2929,2.913,0.034,0.012,55,pinc16,11
2930,3.035,0.035,0.009,55,pinc16,11
2931,3.156,0.035,0.007,55,pinc16,11
2932,-3.680,0.009,0.003,56,pinc16,11
2933,-3.558,0.010,0.003,56,pinc16,11
2934,-3.435,0.010,0.003,56,pinc16,11
2935,-3.312,0.009,0.003,56,pinc16,11
2936,-3.190,0.010,0.003,56,pinc16,11
2937,-3.067,0.012,0.003,56,pinc16,11
2938,-2.944,0.014,0.003,56,pinc16,11
